structure,level_one_gridspacing_a,level_one_gridspacing_b,level_one_gridspacing_c,p,max_grid_level,d_min,level_zero_cutoff,highest_cutoff,madelung_value
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,4.661129271357369,18.644517085429477,1.6411336199317805
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,5.24377043027704,20.97508172110816,1.6414242163086639
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,5.826411589196711,23.305646356786845,1.6412769341213849
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,6.409052748116383,25.636210992465532,1.6413333373891228
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,6.991693907036054,27.966775628144216,1.6413347006266816
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,7.574335065955725,30.2973402638229,1.6413217131395688
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,8.156976224875397,32.62790489950159,1.6413183378313683
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,8.739617383795068,34.95846953518027,1.6413208096682603
ZnS-wurtzite,0.95144903,0.95144903,1.0358065065626685,6,2,2.3305646356786847,9.322258542714739,37.289034170858955,1.6413234821541227
